car_park_no,address,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,Lat,Lon
SB9,BLK 335A SEMBAWANG CLOSE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.251545936253871,104.01034243247207
SDM,BLK 114A LORONG 3 GEYLANG MSCP,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,1.3108952333483146,103.87600627115458
SDM2,BLK 50A SIMS DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,4,2.15,N,1.3149246650216195,103.87965537996956
SD1,BLK 40-44 SIMS DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.313543985402925,103.88009238476211
SD10,BLK 113/114 LORONG 3 GEYLANG,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3105198872922967,103.87523331181515
SD11,BLK 63 SIMS PLACE,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,YES,0,0.0,N,1.3159247905655083,103.87990668611313
SD2,BLK 45/50/51 SIMS DRIVE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.314833855680185,103.88043996428931
SD3,BLK 46/47/48/49 SIMS PLACE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3157223045688584,103.88084488208892
SD4,BLK 52 SIMS PLACE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3167229563553398,103.88009813444478
SD5,BLK 53 SIMS PLACE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3163938717256296,103.88128104134113
SD9,BLK 114 LORONG 3 GEYLANG,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,YES,0,4.15,N,1.3099335991321686,103.87531199154306
SE1R,BLK 157 SERANGOON NORTH AVENUE 1,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.3057436662026127,103.93457629268902
SE11,BLK 151/154 SERANGOON NORTH AVENUE 1/2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.309853950991834,103.93340050002493
SE12,BLK 211-222 SERANGOON AVENUE 4,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.309522156257502,103.92109798057743
SE13,BLK 223/230 SERANGOON AVENUE 4,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3067455443413531,103.91983384952152
SE14,BLK 231/237 SERANGOON AVENUE 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3064019593544651,103.91782736506572
SE15,BLK 238/246 SERANGOON AVENUE 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.3058196720686213,103.91618070146296
SE16,BLK 301/319 SERANGOON AVENUE 2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3041186324900607,103.91590636119021
SE17,BLK 321/329 SERANGOON AVENUE 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3041081153032936,103.91500773084434
SE18,BLK 330/335 SERANGOON AVENUE 3,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,1.3068805873742466,103.91350066122078
SE19,BLK 201/210 SERANGOON CENTRAL,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3101283683187663,103.91801899897786
SE2,BLK 101/108 SERANGOON NORTH AVENUE 1,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3069480669460276,103.93324227671329
SE20,BLK 264 SERANGOON CENTRAL,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,1.9,N,1.308525812271175,103.91487194666857
SE21,BLK 262/263 SERANGOON CENTRAL,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3084424773685475,103.9167186010793
SE22,BLK 261/263 SERANGOON CENTRAL,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3085559102757038,103.91743452221313
SE23,BLK 253/254 SERANGOON CENTRAL DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,1.9,N,1.3072576933362843,103.9173283211063
SE24,BLK 265 SERANGOON AVENUE 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3079172478254113,103.91605111257365
SE25,BLK 401/408 SERANGOON CENTRAL/AVENUE 1,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.4,N,1.3091546899536481,103.90963853756867
SE26,BLK 409/414 SERANGOON CENTRAL/AVENUE 1,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,5.4,N,1.3105801349431632,103.91227301362152
SE27,BLK 421/427 SERANGOON CENTRAL/AVENUE 1,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.4,N,1.3127028738038422,103.91170980423375
SE28,BLK 410A SERANGOON CENTRAL,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.0,N,1.3100602772492973,103.911511910345
SE29,BLK 2A LORONG LEW LIAN,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.0,N,1.3122502715851834,103.91320801913477
SE3,BLK 109/112 SERANGOON NORTH AVENUE 1,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3073408428492943,103.93242485685516
SE30,BLK 141A SERANGOON NORTH AVENUE 2,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.3108941508001921,103.93105189080018
SE31,BLK 514/520 SERANGOON NORTH AVENUE 4,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.310108016368629,103.93467821278006
SE32,BLK 521/530 SERANGOON NORTH AVENUE 4,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3087239383758555,103.93544599319141
SE33,BLK 537/542 SERANGOON NORTH AVENUE 4,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3090369265091524,103.93731087495152
SE34,BLK 531/536 SERANGOON NORTH AVENUE 4,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.311075485056365,103.93724777133369
SE35,BLK 500/506B SERANGOON NORTH AVENUE 4,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3127056148405587,103.9362553024051
SE37,BLK 519 SERANGOON NORTH AVENUE 4,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3113329182324378,103.93475337700832
SE38,BLK 504A SERANGOON NORTH AVENUE 4,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.3121644167355013,103.93710390482599
SE39,BLK 542A SERANGOON NORTH AVENUE 4,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.3081262065453958,103.93665698948418
SE4,"BLK 113-125, 142-148 SERANGOON NORTH AVENUE 1",SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.308723506838949,103.93192329286781
SE4S,BLK 149A SERANGOON NORTH AVENUE 1,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,5,2.15,N,1.3097133863955772,103.93018260939564
SE4T,"BLK 113,115,117,118,120,121 SERANGOON NORTH AVENUE 1",SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3064041542738487,103.93085315634693
SE40,BLK 550A SERANGOON NORTH AVENUE 3,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.3064354863595906,103.9357003725011
SE41,BLK 546A SERANGOON NORTH AVENUE 3,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.306625703469939,103.93719738731883
SE42,BLK 512A SERANGOON NORTH AVENUE 4,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.3115500808198737,103.93405013019688
SE43,BLK 510 SERANGOON NORTH AVENUE 4,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.312131534073364,103.93366752747642
SE5L,BLK 150 SERANGOON NORTH AVENUE 2,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.15,Y,1.3117925797353192,103.93258257587368
SE50,BLK 238A SERANGOON AVENUE 2,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.305014757646636,103.91718060567541
SE51,BLK 257A SERANGOON CENTRAL DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.3088111359404262,103.91848088977278
SE52,NEXT TO BLK 226 SERANGOON AVENUE 4,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3080571609972838,103.92014971924799
SE53,BLK 150 SERANGOON NORTH AVENUE 2,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,1.3115164626863205,103.93257111839577
SE54,BLK 223A SERANGOON AVENUE 4,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3075936851021595,103.92075535701836
SE6,BLK 126 SERANGOON NORTH AVENUE 1,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3083074804875767,103.92905047199608
SE7,BLK 127 SERANGOON NORTH AVENUE 1,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3084824967223099,103.92871497115108
SE9,BLK 135/141 SERANGOON NORTH AVENUE 2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3109012292328637,103.93160353278496
SGLM,BLK 4A SAINT GEORGE'S LANE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.296580510623418,103.88614234112613
SGTM,BLK 25A/26/26A/26B SAINT GEORGE'S LANE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,1.2992054694597384,103.88551876895266
SG1,BLK 1/3/8 SAINT GEORGE ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.2973628083608209,103.88670437485713
SG2,BLK 14/19 SAINT GEORGE RD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.2985763162816997,103.88758690360018
SG3,BLK 20/23 SAINT GEORGE ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.2985406782752602,103.88861102924393
SG4,BLK 9/11 SAINT GEORGE ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.2994736420628368,103.886783749816
SH1,BLK 301-313 SHUNFU ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.274506438904057,103.91404328373405
SH2,BLK 320 SHUNFU ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,1.273169034951159,103.91525570959375
SIM1,BLK 115 SIMEI STREET 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,1.3873873284656981,103.90651788832679
SIM2,BLK 125 SIMEI STREET 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.9,N,1.3908753560063378,103.90944126322772
SIM3,BLK 166 SIMEI ROAD MSCP,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,1.395149430529997,103.90871003965243
SIM4,BLK 248 SIMEI STREET 5,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,1.9,N,1.3904998572193734,103.90694403286034
SIM5,BLK 256A SIMEI STREET 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N,1.3892258610319272,103.90588485789047
SIM6,BLK 168 SIMEI LANE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,2,2.15,N,1.3959321125033046,103.90632175279008
SI1,BLK 101/107 SIMEI STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3882571292197052,103.90447600047922
SI10,BLK 148 - 154 SIMEI STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.4,N,1.394099637389496,103.9089084771287
SI11,BLK 155/162 SIMEI ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3962551901065363,103.9085137873506
SI12,BLK 163/165 SIMEI ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.8,N,1.3959164619407913,103.90920699284825
SI13,BLK 221/235 SIMEI STREET 4,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3940880501478157,103.90534081997644
SI14,BLK 142/145 SIMEI STREET 2,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.3915786083316228,103.90861621527655
SI2,BLK 108/119 SIMEI STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3888585295233389,103.90735951448816
SI3,BLK 117/119 SIMEI STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3889695616049473,103.9079098656706
SI4,BLK 120/122 SIMEI STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.389220089084512,103.90819927008982
SI5,BLK 120/130 SIMEI STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3909199852876717,103.9090825776853
SI6,BLK 132 SIMEI STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.392592063182061,103.91023168060403
SI7,BLK 132 - 139 SIMEI STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.3932630979278873,103.91075621961097
SI8,BLK 138 SIMEI STREET 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3940983741765909,103.91053732077697
SI9,BLK 141/147 SIMEI STREET 2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3924049859832648,103.90911239315561
SK1,BLK 133A RIVERVALE STREET,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3407989081849043,103.95147693479693
SK1K,BLK 272A SENGKANG CENTRAL,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3298939674209391,103.94771472002354
SK10,BLK 241A COMPASSVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3348291430357537,103.95331137655785
SK11,BLK 226D COMPASSVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.336064634031657,103.95146258383747
SK12,BLK 103A RIVERVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3372672741363631,103.94629437412473
SK13,BLK 228D COMPASSVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3373530045238626,103.95123508148113
SK14,BLK 142A RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3419761810734323,103.95286583058915
SK15,BLK 256A COMPASSVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.336135384568878,103.95662985366869
SK16,BLK 111A RIVERVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3375145441503349,103.94681922521127
SK17,BLK 248A COMPASSVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.3353027572947465,103.95585236211059
SK18,BLK 188E RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3411843936635761,103.95769847748802
SK19,BLK 190C RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,1.3390478951960103,103.95779198407972
SK2,BLK 236A COMPASSVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3367193411995275,103.95333078539606
SK20,BLK 191C RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.3405000786778971,103.95711835224475
SK21,BLK 117D RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3397339017374166,103.94592570101341
SK22,BLK 122F RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.341853690994794,103.9502918626673
SK23,BLK 121E SENGKANG EAST WAY,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.3427387026946638,103.94929728222073
SK24,BLK 185 RIVERVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.343405382849025,103.95674026267415
SK25,BLK 257 COMPASSVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3345468943240166,103.95595124395727
SK26,BLK 259 COMPASSVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,1.3331406751214225,103.95654069728802
SK27,BLK 119 RIVERVALE DRIVE,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,3,2.15,Y,1.3400671495888352,103.94793845384733
SK28,BLK 203 COMPASSVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3324790772615165,103.95007681084506
SK29,BLK 204 COMPASSVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3319648861919262,103.95108411482717
SK3,BLK 205D COMPASSVALE LANE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3340140804038942,103.94911858017582
SK30,BLK 260 SENGKANG EAST WAY,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3324187150003246,103.95674482198359
SK31,BLK 195A RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3391866291810737,103.95623701397983
SK32,BLK 200 SENGKANG EAST ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.3287185798110321,103.95072199128117
SK33,BLK 201 SENGKANG EAST ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.3289553713798794,103.95139083982616
SK34,BLK 299 COMPASSVALE STREET,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.33858749077317,103.95968739521982
SK35,BLK 297 COMPASSVALE STREET,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.3364466391745722,103.95820939757859
SK36,BLK 301 ANCHORVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3280912351111436,103.95190935112187
SK37,BLK 303 ANCHORVALE LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.327152859396512,103.95051353133682
SK38,BLK 261 COMPASSVALE STREET,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.331259350610782,103.95779478316602
SK39,BLK 291 COMPASSVALE STREET,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.334652922173015,103.95926942523897
SK4,BLK 102A RIVERVALE WALK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3366675478515928,103.9452327292616
SK40,BLK 306 ANCHORVALE LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3249331881602215,103.95349221301117
SK41,BLK 305 ANCHORVALE LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3243020348100445,103.95178441227188
SK42,BLK 304 ANCHORVALE LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.3258690590455373,103.95094122769083
SK43,BLK 290 COMPASSVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3337674964892399,103.95947555543825
SK44,BLK 308 ANCHORVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.32289713669967,103.95254580488673
SK45,BLK 295 COMPASSVALE CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3353339456431406,103.96060080100483
SK46,BLK 312 ANCHORVALE LANE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.3216198545238553,103.95523315460657
SK47,BLK 310 ANCHORVALE ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.3216913834125097,103.95340391726957
SK48,BLK 321 ANCHORVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.328057595497186,103.95325130709743
SK49,BLK 319 ANCHORVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.326998760901391,103.95355819988117
SK5,BLK 124D RIVERVALE DRIVE,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.339367406459287,103.95074279526888
